Month,Year,Rainfall,WPI
3,2018,28,292.6
4,2018,40.52,292.6
5,2018,82.2,292.6
6,2018,155.7,292.6
7,2018,273.8,292.6
8,2018,240.5,292.6
9,2018,132.3,292.6
10,2018,70.33,292.6
11,2018,23.6,292.6
12,2018,15.4,292.6
1,2019,16.3,169.5
2,2019,22.5,169.5
3,2019,28,169.5
4,2019,40.52,169.5
5,2019,82.2,169.5
6,2019,155.7,169.5
7,2019,273.8,169.5
8,2019,240.5,169.5
9,2019,132.3,169.5
10,2019,70.33,169.5
11,2019,23.6,169.5
12,2019,15.4,169.5
1,2020,16.3,179.5
2,2020,22.5,180.5
3,2020,28,180.5
4,2020,40.52,181.5
5,2020,82.2,181.5
6,2020,155.7,182.5
7,2020,273.8,183.5
8,2020,240.5,184.5
9,2020,132.3,186.5
10,2020,70.33,187.5
11,2020,23.6,188.5
12,2020,15.4,189.5
1,2021,16.3,196.5
2,2021,22.5,196.5
3,2021,28,196.5
4,2021,40.52,196.5
5,2021,82.2,196.5
6,2021,155.7,197.5
7,2021,273.8,197.5
8,2021,240.5,197.5
9,2021,132.3,197.5
10,2021,70.33,197.5
11,2021,23.6,197.5
12,2021,15.4,197.5
